id,jurisdiction_type_x,rechtbank,gerechtshof,appeal,crime_location,verdict_date_year,verdict_date_month,crime_date_month,crime_date_year,age,minor,criminal_organization,drug_type,jurisdiction_type_y,jeugdstrafrecht
ECLI-NL-RBNNE-2019-1833,['Strafrecht'],noord-nederland,,0,,2019,apr,jan,2018,,0,0,"['lidocaïne', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBNHO-2017-4203,['Strafrecht'],noord-holland,,0,zuidoostbeemster,2017,may,may,2016,,0,0,"['cocaine', 'xtc']",,0
ECLI-NL-RBAMS-2012-BZ0999,['Strafrecht'],amsterdam,amsterdam,1,,2012,nov,oct,2012,,0,0,"['hasjiesj', 'mdma', 'hennep', 'xtc']",,0
ECLI-NL-RBROT-2019-3992,['Strafrecht'],rotterdam,,0,,2019,apr,jan,2019,,0,0,"['methanol', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBMNE-2016-1003,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2016,feb,oct,2013,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBROE-2006-BA0989,['Strafrecht'],maastricht,,0,,2006,dec,nov,2006,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBZWB-2020-4065,['Strafrecht'],zeeland-west-brabant,,0,breda,2020,aug,jan,2020,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-GHSHE-2021-1262,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,,2021,apr,may,2016,,0,0,['mdma'],,0
ECLI-NL-RBAMS-2020-6232,['Strafrecht'],amsterdam,,0,,2020,jan,may,2019,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-GHAMS-2019-3167,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2019,apr,aug,2016,21.0,0,0,"['cocaine', 'mdma']",,0
ECLI-NL-GHAMS-2014-2840,['Strafrecht'],middelburg,amsterdam,1,,2014,jul,oct,2006,,0,1,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBLIM-2021-5826,['Strafrecht'],limburg,,0,,2021,jul,jun,2020,,0,0,"['cocaine', 'aceton', 'heroine']",,0
ECLI-NL-RBOVE-2020-4164,['Strafrecht'],overijssel,amsterdam,1,roelofarendsveen,2020,dec,jun,2019,,0,0,['cocaine'],,0
ECLI-NL-RBZWB-2020-5165,['Strafrecht'],zeeland-west-brabant,,0,,2020,oct,oct,2016,22.0,0,0,"['cocaine', 'hasjiesj']",,0
ECLI-NL-RBMNE-2013-5233,['Strafrecht'],midden-nederland,,0,,2013,oct,jul,2011,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2014-6218,['Strafrecht'],noord-nederland,,0,,2014,dec,dec,2013,,0,0,"['mdma', 'amfetamines/metamfetamines', 'hennep', 'xtc']",,0
ECLI-NL-RBUTR-2011-BV5468,['Strafrecht'],utrecht,,0,,2011,nov,jul,2010,,0,1,"['diacetylmorfine', 'heroine', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBARN-2011-BQ8690,['Strafrecht'],arnhem,,0,,2011,jun,may,2010,,0,0,['cocaine'],,0
ECLI-NL-RBLIM-2019-2426,['Strafrecht'],limburg,,0,,2019,mar,sep,2018,,0,0,"['mdma', 'amfetamines/metamfetamines', 'mdea', 'xtc']",,0
ECLI-NL-RBOBR-2015-2084,['Strafrecht'],oost-brabant,,0,,2015,apr,mar,2015,,0,0,"['hennep', 'benzylmethylketon', 'aceton', 'bmk', 'hasjiesj', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBOVE-2020-3382,['Strafrecht'],overijssel,,0,,2020,sep,oct,2019,,0,0,['cocaine'],,0
ECLI-NL-OGEAC-2019-160,['Strafrecht'],,,0,,2019,apr,dec,2018,,0,1,['cocaine'],,0
ECLI-NL-RBZUT-2008-BC7031,['Strafrecht'],zutphen,,0,,2008,mar,jan,2007,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'mdea']",,0
ECLI-NL-RBNNE-2020-3428,['Strafrecht'],noord-nederland,,0,,2020,oct,feb,2018,,0,1,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBZWB-2022-6303,['Strafrecht'],zeeland-west-brabant,,0,breda,2022,oct,nov,2021,,0,0,['cocaine'],,0
ECLI-NL-RBMNE-2020-4820,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2020,jun,dec,2019,22.0,0,1,"['cocaine', 'heroine']",,0
ECLI-NL-GHSHE-2009-BJ9370,['Strafrecht'],breda,'s-hertogenbosch,1,,2009,oct,apr,2006,,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2013-BZ8064,['Strafrecht'],amsterdam,'s-gravenhage,1,amsterdam,2013,apr,apr,2011,,0,1,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBAMS-2019-446,['Strafrecht'],amsterdam,,0,,2019,jan,may,2016,,0,0,"['cocaine', '2c-b', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBZLY-2010-BM3884,['Strafrecht'],zwolle,,0,,2010,apr,jan,2010,,0,0,['heroine'],,0
ECLI-NL-RBGEL-2014-2346,['Strafrecht'],gelderland,,0,,2014,apr,nov,2012,,0,0,['heroine'],,0
ECLI-NL-RBOVE-2014-957,['Strafrecht'],overijssel,,0,,2014,feb,dec,2011,,0,1,"['diacetylmorfine', 'heroine', 'hennep', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBOVE-2022-797,['Strafrecht'],overijssel,,0,,2022,mar,may,2021,,0,0,"['ethylacetaat', 'hennep', 'methanol', 'benzylmethylketon', 'aceton', 'bmk', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBZWB-2022-7659,['Strafrecht'],zeeland-west-brabant,,0,moerdijk,2022,dec,sep,2022,,0,0,['heroine'],,0
ECLI-NL-GHARL-2014-2155,['Strafrecht'],almelo,,0,,2014,mar,jun,2010,,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2018-4822,['Strafrecht'],amsterdam,,0,,2018,jul,jun,2018,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'cocaine']",,0
ECLI-NL-GHLEE-2010-BM1271,['Strafrecht'],assen,leeuwarden,1,,2010,apr,dec,2000,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBNNE-2019-1426,['Strafrecht'],noord-nederland,,0,emmen,2019,apr,nov,2018,,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2020-6074,['Strafrecht'],amsterdam,,0,amsterdam,2020,oct,oct,2019,20.0,0,0,"['cocaine', 'mdma']",['Strafrecht'],1
ECLI-NL-GHLEE-2010-BM7084,['Strafrecht'],groningen,leeuwarden,1,,2010,jun,aug,2009,,0,0,['cocaine'],,0
ECLI-NL-RBLIM-2021-9613,['Strafrecht'],limburg,,0,,2021,dec,apr,2021,,0,0,['cocaine'],,0
ECLI-NL-RBHAA-2004-AO7289,['Strafrecht'],haarlem,,0,,2004,apr,jul,2003,,0,1,['cocaine'],,0
ECLI-NL-GHAMS-2018-3080,['Strafrecht'],noord-holland,amsterdam,1,,2018,may,sep,2015,,0,0,['mdma'],,0
ECLI-NL-RBZUT-2007-BB8970,['Strafrecht'],zutphen,,0,,2007,nov,nov,2006,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-RBZUT-2007-BB9095,['Strafrecht'],zutphen,,0,,2007,nov,nov,2006,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-PHR-2003-AE9069,['Strafrecht'],vonnis,'s-hertogenbosch,1,,2003,feb,feb,2000,,0,1,"['heroine', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBAMS-2020-2119,['Strafrecht'],amsterdam,,0,amsterdam,2020,apr,dec,2019,,0,0,"['cocaine', 'heroine', 'coffeïne']",,0
ECLI-NL-RBAMS-2022-3639,['Strafrecht'],amsterdam,,0,,2022,jun,aug,2021,,0,0,"['cocaine', 'mdma', 'heroine']",,0
ECLI-NL-RBROT-2018-3807,['Strafrecht'],rotterdam,,0,,2018,apr,oct,2017,,0,0,"['hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBROT-2020-898,['Strafrecht'],rotterdam,,0,,2020,jan,jul,2018,,0,0,['hasjiesj'],,0
ECLI-NL-GHAMS-2015-4188,['Strafrecht'],noord-holland,amsterdam,1,,2015,sep,nov,2014,,0,0,['cocaine'],,0
ECLI-NL-RBMAA-2007-BA5556,['Strafrecht'],maastricht,,0,,2007,apr,dec,2006,,0,0,"['amfetamines/metamfetamines', 'heroine', 'hennep']",,0
ECLI-NL-RBMNE-2021-6698,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,abcoude,2021,jul,feb,2021,21.0,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2022-1274,['Strafrecht'],amsterdam,,0,,2022,mar,dec,2021,,0,1,"['cocaine', 'amfetamines/metamfetamines', 'ethylacetaat']",,0
ECLI-NL-RBHAA-2009-BH8158,['Strafrecht'],haarlem,,0,,2009,mar,dec,2007,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2021-8193,['Strafrecht'],rotterdam,,0,,2021,jul,jan,2017,,0,0,"['hennep', 'mdma', 'tenamfetamine', 'hasjiesj', 'amfetamines/metamfetamines', '2cb', 'cocaine', 'mdea', 'ketamine']",,0
ECLI-NL-GHARN-2009-BM1123,['Strafrecht'],zutphen,amsterdam,1,,2009,dec,dec,2006,,0,1,"['cocaine', 'amfetamines/metamfetamines', 'methadon', 'heroine']",,0
ECLI-NL-RBOBR-2013-4317,['Strafrecht'],oost-brabant,,0,,2013,may,feb,2013,,0,0,"['mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBROT-2005-AU6549,['Strafrecht'],haarlem,,0,,2005,nov,jul,2005,,0,1,['cocaine'],,0
ECLI-NL-RBROT-2020-6580,['Strafrecht'],rotterdam,,0,,2020,jul,jul,2019,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNNE-2019-2830,['Strafrecht'],noord-nederland,,0,assen,2019,jul,jan,2019,,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNHO-2013-CA1024,['Strafrecht'],noord-holland,,0,,2013,jan,oct,2012,,0,0,['cocaine'],,0
ECLI-NL-GHLEE-2007-BA3007,['Strafrecht'],groningen,leeuwarden,1,,2007,apr,jul,2005,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-RBNHO-2020-7245,['Strafrecht'],noord-holland,,0,nieuw-vennep,2020,sep,jun,2018,,0,0,"['hennep', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBAMS-2019-9029,['Strafrecht'],amsterdam,,0,amsterdam,2019,nov,jun,2019,,0,1,"['cocaine', 'lidocaïne', 'aceton', 'heroine']",,0
ECLI-NL-GHSHE-2009-BH6480,['Strafrecht'],'s-hertogenbosch,'s-hertogenbosch,1,eindhoven,2009,feb,mar,2008,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2022-3535,['Strafrecht'],noord-nederland,,0,,2022,mar,feb,2018,,0,0,"['ghb', 'pmk', 'mdma', 'benzylmethylketon', 'aceton', 'bmk', 'amfetamines/metamfetamines', 'piperonylmethylketon', 'xtc', 'piperonal']",,0
ECLI-NL-GHARL-2021-6304,['Strafrecht'],noord-nederland,arnhem-leeuwarden,1,,2021,jun,jun,2019,20.0,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'hasjiesj']",['Strafrecht'],1
ECLI-NL-GHSHE-2020-1355,['Strafrecht'],zeeland-west-brabant,'s-hertogenbosch,1,,2020,jan,mar,2013,,0,0,"['hennep', 'methanol', 'benzylmethylketon', 'aceton', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBROT-2020-2117,['Strafrecht'],rotterdam,,0,rotterdam,2020,feb,nov,2019,,0,0,"['amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-GHLEE-2010-BM1288,['Strafrecht'],assen,leeuwarden,1,,2010,apr,dec,2000,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBSHE-2010-BM8039,['Strafrecht'],'s-hertogenbosch,,0,,2010,jun,oct,2009,,0,0,"['amfetamines/metamfetamines', 'aceton']",,0
ECLI-NL-RBROT-2013-BZ3908,['Strafrecht'],rotterdam,,0,,2013,feb,may,2011,,0,0,['cocaine'],,0
ECLI-NL-RBHAA-2011-BU8998,['Strafrecht'],haarlem,,0,,2011,nov,oct,2010,,0,1,['cocaine'],,0
ECLI-NL-RBZWB-2017-5972,['Strafrecht'],zeeland-west-brabant,alsnog,1,,2017,sep,sep,2012,,0,1,"['hennep', 'mdma', 'tenamfetamine', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'mdea']",,0
ECLI-NL-RBAMS-2021-7030,['Strafrecht'],amsterdam,,0,,2021,nov,feb,2020,,0,0,"['cocaine', 'mdma', 'hennep', 'hasjiesj']",,0
ECLI-NL-RBMNE-2018-3791,['Strafrecht'],midden-nederland,,0,,2018,jul,nov,2017,18.0,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",['Strafrecht'],1
ECLI-NL-RBAMS-2017-3487,['Strafrecht'],amsterdam,,0,amsterdam,2017,may,nov,2015,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2020-167,['Strafrecht'],overijssel,,0,,2020,jan,mar,2019,21.0,0,0,"['hennep', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBUTR-2011-BT8697,['Strafrecht'],utrecht,,0,,2011,oct,jan,2011,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2020-3429,['Strafrecht'],noord-nederland,,0,,2020,oct,may,2018,,0,1,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-GHSHE-2011-BP4451,['Strafrecht'],'s-hertogenbosch,'s-hertogenbosch,1,,2011,feb,aug,2007,,0,1,['hennep'],,0
ECLI-NL-RBMNE-2020-4049,['Strafrecht'],midden-nederland,,0,,2020,sep,jun,2018,,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'mdea', 'ketamine']",,0
ECLI-NL-RBZUT-2009-BJ9854,['Strafrecht'],zutphen,,0,,2009,oct,sep,2008,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBGEL-2022-3554,['Strafrecht'],gelderland,,0,hengelo,2022,jul,oct,2017,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-GHSHE-2022-2329,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,eindhoven,2022,jul,sep,2018,22.0,0,0,"['cocaine', 'ghb']",,0
ECLI-NL-RBNHO-2022-4541,['Strafrecht'],noord-holland,,0,heerhugowaard,2022,may,jun,2019,,0,1,"['cocaine', 'mdma', 'heroine']",,0
ECLI-NL-RBGEL-2018-5710,['Strafrecht'],gelderland,,0,,2018,dec,aug,2017,,0,1,"['benzylmethylketon', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-GHDHA-2021-551,['Strafrecht'],rotterdam,den haag,1,,2021,mar,apr,2017,,0,0,['cocaine'],,0
ECLI-NL-RBNHO-2018-7333,['Strafrecht'],noord-holland,,0,,2018,apr,jun,2016,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2022-798,['Strafrecht'],overijssel,,0,,2022,mar,oct,2020,,0,0,"['ethylacetaat', 'methanol', 'benzylmethylketon', 'aceton', 'bmk', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2018-4825,['Strafrecht'],amsterdam,,0,,2018,jul,jun,2018,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'cocaine']",,0
ECLI-NL-RBMNE-2022-3475,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2022,aug,nov,2021,,0,0,"['oxycodon', 'zolpidem', 'fentanyl', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBLIM-2020-5198,['Strafrecht'],limburg,,0,,2020,jul,jan,2019,,0,0,"['hennep', 'mdma', 'tenamfetamine', 'amfetamines/metamfetamines', '2cb', 'cocaine', 'mdea']",,0
ECLI-NL-RBNNE-2017-2951,['Strafrecht'],noord-nederland,,0,,2017,aug,jan,2013,,0,1,"['hennep', 'methanol', 'mdma', 'amfetamines/metamfetamines', 'methadon', 'xtc', 'cocaine']",,0
ECLI-NL-GHSHE-2021-1794,['Strafrecht'],zeeland-west-brabant,'s-hertogenbosch,1,,2021,may,dec,2016,,0,0,['cocaine'],,0
ECLI-NL-RBSHE-2012-BY3842,['Strafrecht'],'s-hertogenbosch,,0,,2012,nov,nov,2012,,0,0,['cocaine'],,0
ECLI-NL-RBUTR-2012-BX0905,['Strafrecht'],utrecht,,0,,2012,jul,dec,2012,,0,0,"['diazepam', 'pmk', 'hennep', 'mdma', 'benzylmethylketon', 'aceton', 'bmk', 'hasjiesj', 'amfetamines/metamfetamines', 'piperonylmethylketon', 'mefedron']",,0
ECLI-NL-RBZUT-2009-BH7618,['Strafrecht'],zutphen,,0,,2009,mar,aug,2008,,0,0,"['ghb', 'hennep', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBGEL-2020-6014,['Strafrecht'],gelderland,,0,nijmegen,2020,nov,nov,2019,,0,0,['heroine'],,0
ECLI-NL-RBDHA-2016-3717,['Strafrecht'],den haag,,0,,2016,apr,jul,2015,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2022-7363,['Strafrecht'],rotterdam,,0,,2022,sep,may,2022,,0,0,['heroine'],,0
ECLI-NL-GHSHE-2004-AP1487,['Strafrecht'],breda,te,1,waalwijk,2004,mar,sep,2002,,0,0,"['mdma', 'xtc']",,0
ECLI-NL-RBZWB-2020-544,['Strafrecht'],zeeland-west-brabant,den haag,1,tilburg,2020,feb,nov,2018,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-GHSGR-2006-AV3157,['Strafrecht'],'s-gravenhage,'s-gravenhage,1,,2006,feb,dec,2003,,0,0,['cocaine'],,0
ECLI-NL-RBZWB-2021-5063,['Strafrecht'],zeeland-west-brabant,,0,,2021,oct,jun,2017,,0,1,"['methanol', 'benzylmethylketon', 'aceton', 'bmk', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBROT-2020-11603,['Strafrecht'],rotterdam,,0,,2020,nov,sep,2020,,0,1,['cocaine'],,0
ECLI-NL-RBLIM-2014-3741,['Strafrecht'],limburg,’s-hertogenbosch,1,,2014,apr,nov,2011,,0,0,"['ghb', 'heroine', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBMNE-2018-1179,['Strafrecht'],midden-nederland,,0,dordrecht,2018,apr,feb,2016,,0,0,"['heroine', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBGEL-2020-3264,['Strafrecht'],gelderland,,0,,2020,jul,apr,2020,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNNE-2021-158,['Strafrecht'],noord-nederland,,0,harlingen,2021,jan,aug,2020,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2020-12041,['Strafrecht'],rotterdam,,0,,2020,dec,oct,2020,,0,1,"['psilocine', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'ketamine']",,0
ECLI-NL-RBROT-2020-6579,['Strafrecht'],rotterdam,,0,,2020,jul,jul,2019,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBROT-2020-6476,['Strafrecht'],rotterdam,,0,,2020,jul,jul,2018,,0,0,['cocaine'],,0
ECLI-NL-RBSHE-2011-BP3795,['Strafrecht'],'s-hertogenbosch,,0,,2011,feb,jun,2010,,0,0,['ghb'],,0
ECLI-NL-PHR-2016-1202,['Strafrecht'],amsterdam,amsterdam,1,,2016,oct,nov,2004,,0,0,"['cocaine', 'gbl']",,0
ECLI-NL-RBGEL-2020-3250,['Strafrecht; Materieel strafrecht'],gelderland,,0,,2020,jul,apr,2020,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBROT-2022-1282,['Strafrecht'],rotterdam,,0,rotterdam,2022,jan,nov,2020,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBROT-2021-8751,['Strafrecht'],rotterdam,,0,rotterdam,2021,jun,feb,2021,,0,0,"['mdma', 'mdea', 'xtc']",,0
ECLI-NL-GHDHA-2019-3727,['Strafrecht'],midden-nederland,den haag,1,veenendaal,2019,dec,aug,2017,23.0,0,0,['cocaine'],,0
ECLI-NL-GHAMS-2006-AZ0598,['Strafrecht'],amsterdam,amsterdam,1,,2006,oct,dec,1999,,0,0,"['mdma', 'xtc']",,0
ECLI-NL-RBROT-2021-5436,['Strafrecht'],rotterdam,,0,maassluis,2021,jun,may,2020,,0,0,"['mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBZWB-2013-BZ6551,['Strafrecht'],zeeland-west-brabant,,0,,2013,apr,jun,2009,,0,0,['cocaine'],,0
ECLI-NL-PHR-2002-AE2094,['Strafrecht'],'s-hertogenbosch,'s-hertogenbosch,1,,2002,nov,jun,1995,,0,0,"['psilocybine', 'psilocine', ""paddo's""]",,0
ECLI-NL-RBROT-2022-8266,['Strafrecht'],rotterdam,,0,,2022,sep,sep,2021,,0,0,['cocaine'],,0
ECLI-NL-RBGEL-2022-3606,['Strafrecht'],gelderland,,0,,2022,jul,jan,2018,,0,0,['cocaine'],,0
ECLI-NL-RBZWB-2022-1386,['Strafrecht'],zeeland-west-brabant,,0,,2022,mar,nov,2021,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2018-10398,['Strafrecht'],rotterdam,,0,,2018,jun,nov,2017,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2016-5606,['Strafrecht'],noord-nederland,,0,,2016,dec,aug,2013,,0,0,['cocaine'],,0
ECLI-NL-OGHACMB-2016-204,['Strafrecht'],,,0,,2016,dec,jan,2016,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBLIM-2015-8348,['Strafrecht'],limburg,,0,,2015,oct,jul,2014,,0,0,"['formamide', 'amfetamines/metamfetamines', 'bmk']",,0
ECLI-NL-RBOBR-2015-5181,['Strafrecht'],oost-brabant,,0,,2015,sep,jun,2014,,0,0,['cocaine'],,0
ECLI-NL-RBNHO-2015-3246,['Strafrecht'],noord-holland,,0,,2015,apr,oct,2014,,0,0,['cocaine'],,0
ECLI-NL-RBNHO-2014-11718,['Strafrecht'],noord-holland,,0,,2014,dec,aug,2014,,0,0,['cocaine'],,0
ECLI-NL-RBLIM-2014-6414,['Strafrecht'],limburg,,0,,2014,jul,sep,2013,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-GHAMS-2011-BR2570,['Strafrecht'],haarlem,amsterdam,1,,2011,jul,sep,2010,,0,0,['cocaine'],,0
ECLI-NL-RBUTR-2010-BM9223,['Strafrecht'],utrecht,,0,,2010,jun,dec,2009,,0,0,['cocaine'],,0
ECLI-NL-PHR-2008-BD2774,['Strafrecht'],echter,'s-hertogenbosch,1,,2008,oct,jun,2006,,0,1,"['hasjiesj', 'gbl']",,0
ECLI-NL-GHAMS-2018-2976,['Strafrecht'],noord-holland,amsterdam,1,,2018,aug,dec,2017,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2015-4848,['Strafrecht'],noord-nederland,,0,,2015,oct,jan,2010,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNHO-2014-4273,['Strafrecht'],noord-holland,,0,,2014,apr,jan,2014,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2019-1563,['Strafrecht'],noord-nederland,,0,,2019,apr,jul,2018,,0,0,"['mierenzuur', 'bmk', 'amfetamines/metamfetamines', 'formamide']",,0
ECLI-NL-RBOVE-2017-1656,['Strafrecht'],overijssel,,0,enschede,2017,apr,oct,2016,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-PHR-2020-604,['Strafrecht'],hof,arnhem-leeuwarden,1,,2020,jun,mar,1993,,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBGEL-2018-4710,['Strafrecht'],gelderland,,0,groenlo,2018,nov,aug,2017,,0,0,"['cocaine', 'mdma', 'xtc']",,0
ECLI-NL-OGEAC-2017-265,['Strafrecht'],,,0,,2017,dec,jun,2017,,0,0,['cocaine'],,0
ECLI-NL-RBMNE-2021-5512,['Strafrecht'],midden-nederland,,0,,2021,nov,oct,2016,,0,0,['hennep'],,0
ECLI-NL-RBOBR-2019-2442,['Strafrecht'],oost-brabant,,0,,2019,may,apr,2019,,0,1,"['formamide', 'amfetamines/metamfetamines', 'bmk', 'methanol']",,0
ECLI-NL-RBLIM-2022-4650,['Strafrecht'],limburg,,0,,2022,jun,nov,2015,,0,0,"['pmk', 'hennep', 'methanol', 'mdma', 'tenamfetamine', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBUTR-2010-BM0308,['Strafrecht'],utrecht,,0,,2010,jan,sep,2009,,0,0,['heroine'],,0
ECLI-NL-RBZUT-2008-BD0906,['Strafrecht'],zutphen,,0,,2008,apr,jul,2004,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-RBNNE-2016-2178,['Strafrecht'],noord-nederland,,0,,2016,may,apr,2016,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2021-12340,['Strafrecht'],rotterdam,,0,,2021,dec,may,2020,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2021-1983,['Strafrecht'],noord-nederland,,0,,2021,may,mar,2020,,0,0,"['temazepam', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine', 'zolpidem']",,0
ECLI-NL-RBARN-2011-BQ9805,['Strafrecht'],arnhem,,0,huissen,2011,jun,aug,2010,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-PHR-2013-BZ2952,['Strafrecht'],,amsterdam,1,,2013,mar,mar,2010,,0,0,['cocaine'],,0
ECLI-NL-RBNNE-2022-2919,['Strafrecht'],noord-nederland,,0,stadskanaal,2022,aug,dec,2021,,0,0,"['ghb', '2c-b', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-PHR-2021-335,['Strafrecht'],,'s-hertogenbosch,1,,2021,apr,mar,2013,,0,1,"['hasjiesj', 'mdma', 'hennep', 'xtc']",,0
ECLI-NL-RBMNE-2020-4795,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,veenendaal,2020,oct,jul,2020,,0,0,"['cocaine', 'hasjiesj']",,0
ECLI-NL-RBNNE-2018-3451,['Strafrecht'],noord-nederland,,0,assen,2018,aug,apr,2018,,0,0,"['cocaine', 'heroine', 'hennep']",,0
ECLI-NL-GHARN-2012-BX6121,['Strafrecht'],arnhem,,0,arnhem,2012,aug,sep,2008,,0,0,['cocaine'],,0
